tweetid,sentiment,followers_count,favourites_count,verified,statuses_count,timestamp_ms,text,borough,party
114,0.7506,247,4995,False,30202,1525180073421,"Only 2 days until local elections. On Thursday May 3rd #VoteLibDem to elect councillors who will work for safer communities, better public services, and cleaner streets and parks. #LocalElections #LocalElection2018 https://t.co/DtjBvWqdDy",NULL,NULL
115,0.4019,0,0,False,5,1525180074039,"On #MayDay, labour union KSPI declares support for Prabowo in 2019 presidential election, with ""political contract"" its president Said Iqbal will become Manpower Minister https://t.co/bwABKAyDo5",NULL,NULL
116,-0.6249,2323,38813,False,50520,1525180074169,@jeremycorbyn @johnmcdonnellMP For too long governments have allowed housing to become a plaything for property speculators and the super-rich.

Labour will fix the housing crisis by building a million new homes. The majority will be for social rent and genuinely affordable.
#VoteLabour
https://t.co/DzdI0jzdZ8,NULL,NULL
117,-0.1779,194,5495,False,5946,1525180075507,I was campaigning in Thurrock this morning ahead of the local elections.

We need to send an unmistakable message to @Theresa_May's weak and divided Government on Thursday.

Find out where you can join us campaigning and make the biggest difference: https://t.co/ttbxg2H0ai https://t.co/GZlZvPufO1,NULL,NULL
118,-0.6249,358,12505,False,8551,1525180078525,Labour councils build five times more council homes than Conservative councils and get 50% more homes of all types built.

To fix the housing crisis we need more Labour councillors and more Labour councils elected on Thursday.

#VoteLabour https://t.co/mnbgOeWeS0,NULL,NULL
119,0.6597,2181,16846,False,19274,1525180078910,"@bulshdetector @IanDunt @Jimena_1976 In 2014 UKIP managed to take 150 seats off both Labour and Tory Parties in local elections. Because of that vote David Cameron gave us the EU Referendum in 2016. If UKIP can do it, so can Remain. #ABTV send both parties a message - if you don’t back remain, I won’t vote for you.",NULL,NULL
120,-0.5859,684,24907,False,18114,1525180078968,RT @jessbrammar: NEW: Tory candidate suspended after election leaflet claims Labour brought Hepatitis to the local area. Seriously. https:/…,NULL,NULL
121,0.5574,144,137,False,487,1525180083822,RT @CarlDBrown: Spreading Labour’s positive message in Birchills Leamore with @cllrjeavons 

#Labourdoorstep 
#VoteLabour 
#LJ4BL https://t…,NULL,NULL
122,0,948,777,False,3323,1525180084383,Will you be voting #LocalElections2018 on National or Local Issues?,NULL,NULL
123,0.6892,20833,28,True,2583,1525180085429,The polls are open! I hope you’ll join Tennesseans across the state and exercise your right to vote! Find your local polling location &gt;&gt;https://t.co/ZWa38UpSiv,NULL,NULL
124,0,16023,314,False,30902,1525180086251,All you need to know about the local elections in Devon https://t.co/RAbmIBRK1A,NULL,NULL
125,0.3182,20357,877,True,11200,1525180087133,"The #Birmingham #Tories just don’t get it. Parents, grandparents have had enough and Heads like the wonderful Michelle Gay from the @OsbornePriSch in #Erdington are speaking out @NAHTnews School cuts to be a key battleground in Birmingham’s local elections https://t.co/OcyDhmvA75",NULL,NULL
126,0.3182,4984,0,False,561111,1525180087485,"The #Birmingham #Tories just don’t get it. Parents, grandparents have had enough and Heads like the wonderful Michelle Gay from the @OsbornePriSch in #Erdington are speaking out @NAHTnews School cuts to be a key battleground in Birmingham’s local elections https://t.co/OcyDhmvA75",NULL,NULL
127,0.5719,430,6054,False,5499,1525180087718,"Good stuff from Lord Adonis, pointing out that Labour Peers are being asked to abstain on an amendment that is in accordance with Labour Party policy. Yet still Remainers are expected to vote Labour at #LE2018. Forget it.

#EUWithdrawalBill 
#ABTV",NULL,NULL
128,-0.3875,277,7021,False,24103,1525180090375,"@AIIAmericanGirI @BreitbartNews We have term limits already, called elections.  If local voters don't have enough courage to call calf rope on their representatives, we have the government we deserve.",NULL,NULL
129,0.4559,5957,94500,False,163236,1525180092069,Make sure you go out and vote today! Local elections matter just as much as our federal elections! Find your local polling place here https://t.co/clynD1cDBx #GOTV #Tennessee https://t.co/mkENs6gPdR,NULL,NULL
130,-0.9334,1842,86616,False,234372,1525180095308,Shame @CONservatives #austerity 'Policies' killing life &amp; making us all unsafe! Shameful Racism #WindrushGenerarion swept under carpet by MSM/@BBC what more do this Tory 'Government' need to do before we Vote them OUT! #LocalElections2018 #JC4PM = Integrity &amp; Humanity @UKLabour! https://t.co/uF4PWSKV7j,NULL,NULL
131,0.4019,374,701,False,84397,1525180096661,"Today I am invited on to BBC 2’s Daily Politics at 12pm, and this evening on LBC’s Iain Dale Show at 6pm. To talk about the local elections (so I am told), and hopefully Brexit.",NULL,NULL
132,0.2732,5907,3395,True,5352,1525180097056,Earlier this week @cooppartylocal headed to Swindon where our parliamentary candidate @Sarah_C_Church updated us on plans for a 'Swindon Model' based on the #communitywealth approach - and it's going down well on the #LocalElections2018  doorstep. ?? 
https://t.co/wsscrU94c2 https://t.co/DolZjpty04,NULL,NULL
133,0.4559,7336,14442,False,6941,1525180097260,Make sure you go out and vote today! Local elections matter just as much as our federal elections! Find your local polling place here https://t.co/clynD1cDBx #GOTV #Tennessee https://t.co/mkENs6gPdR,NULL,NULL
134,0.6124,228,92,False,361,1525180097541,British in Belgium? Now may be your last chance to secure local voting rights before #Brexit. It's simple to sign up bf 31 July &amp; a lot could change in Oct's elections. BBCA &amp; @BritchamBxl invite you to @ING_news HQ for "Practical Brexit" on 8 May 18h https://t.co/1qjerK9S79 https://t.co/nLIozz63fg,NULL,NULL
135,0.4559,719,35245,False,37172,1525180100348,Make sure you go out and vote today! Local elections matter just as much as our federal elections! Find your local polling place here https://t.co/clynD1cDBx #GOTV #Tennessee https://t.co/mkENs6gPdR,NULL,NULL
136,-0.5475,30,204,False,469,1525180100964,@SkyNews #corbyn and his #momentum infested #labour party are just ridiculous !! well done to those ladies for standing up to this idiotic policy #worldsgonemad #LocalElections2018,NULL,NULL
137,-0.9032,224,2325,False,5090,1525180101283,"From the crises in our schools, NHS and housing, to cuts to youth services and the Windrush scandal, the Tories are failing the people of our country.

#VoteLabour on Thursday to send this heartless Government an unmistakable message. https://t.co/TUCvdIcglg",NULL,NULL
138,0.6892,4017,41235,False,89595,1525180102654,The polls are open! I hope you’ll join Tennesseans across the state and exercise your right to vote! Find your local polling location &gt;&gt;https://t.co/ZWa38UpSiv,NULL,NULL
139,0.2146,915,4113,False,4848,1525180103527,Don't forget to vote in your local elections this Thursday if there is one in your area (you can check here: https://t.co/bikJSo5OEr). 
Council elections are incredibly important yet consistently have a lower turn out; make your mark!,NULL,NULL
140,-0.5423,95,778,False,492,1525180103678,RT @PJDunleavy: Local elections give a voice to migrants - and this could be bad news for the Conservatives in… https://t.co/0cF7KN7E6c via…,NULL,NULL
141,0.4767,2837,1191,False,1498,1525180105177,RT @LambethCitizens: One of our assembly co-chairs @DCDKeenan making us all proud. @AdvocacyAcademy #LambethPower #LE2018 https://t.co/DiLe…,NULL,NULL
142,0.4019,374,701,False,84397,1525180107639,"Today I am invited on to BBC 2’s Daily Politics at 12pm, and this evening on LBC’s Iain Dale Show at 6pm. To talk about the local elections (so I am told), and hopefully Brexit.",NULL,NULL
143,-0.1779,352,17815,False,11911,1525180111724,I was campaigning in Thurrock this morning ahead of the local elections.

We need to send an unmistakable message to @Theresa_May's weak and divided Government on Thursday.

Find out where you can join us campaigning and make the biggest difference: https://t.co/ttbxg2H0ai https://t.co/GZlZvPufO1,NULL,NULL
144,0.7712,247,4995,False,30204,1525180112159,"???Vote 4 Tom Bailey in #LE2018
??Local resident
??Helps with Conservation Area groups
??Is listening to locals to improve their areas, &amp; put them in control
??Will find development, traffic &amp; parking solutions
?Renew Approved!
#Tynemouth #NorthEast #RenewLocals @RenewTyne2018 https://t.co/owmC8skSFa",NULL,NULL
145,0.8225,129,1362,False,1965,1525180119934,"Hi @jeremycorbyn, thousands of Labour members are trudging the streets today to help you get your message out in the Local Elections. After May 3rd, can you help them? By respecting the two thirds of them who oppose Brexit @Labour4EU @Femi_Sorry #PCPEU",NULL,NULL
146,-0.7888,187,2060,False,3800,1525180120281,“@theresa_may vetoed cabinet pleas over visas for NHS Doctors”

She really is a nasty piece of work. 

I hope with all my being that this Thursday is so disastrous for the @CONservatives that they turn on her and force her to quit. 

#ToriesOUT #VoteLabour,NULL,NULL
147,0.7269,1316,82370,False,139784,1525180122164,RT @BBCHelenCatt: This is a pretty good guide to how we'll be reporting the results of this Thursday's Local Elections: https://t.co/fXKA2L…,NULL,NULL
148,-0.7081,1670,7221,False,7080,1525180123953,"Turnout in Thursday's elections is likely to be low, perhaps no more than 26%. So imagine if all 4m EU citizens turn out to vote!

Make your voice heard, register your anger. Vote for pro-EU parties only and MAKE OUR POLITICAL LEADERS LISTEN! 

https://t.co/EtcYrasqOL",NULL,NULL
149,0.2225,152,1565,False,1261,1525180126332,What!! @MarshadeCordova
Asked the home secretary a question on this today and he said he didn't know anything. 
This is unacceptable. Did he mislead parliament? 
Send the Tories a strong message on Thursday #Elections2018 #VoteLabour
Vote Labour @UKLabour

https://t.co/7Y407N4IiH,NULL,NULL
150,0,349,11609,False,12676,1525180127613,"Out and about on Dudley Road, come and say HI if you are about. #NorthEdgbaston #localelections2018 #RajPadda #TeamRajPadda #Conservatives #ToryCanvass #TeamRajPadda #RajPadda #strongwomen https://t.co/gPGTywZdfg",NULL,NULL
151,0.9331,563,8846,False,3750,1525180127642,"Other parties may say @WestHamCons given up hope in Stratford, but we haven't. We have hope and determination, and are working hard to show why you should trust us with your vote. We will work even harder for you if elected #VoteConservative #ToryCanvass https://t.co/KDvjGIyyQu",NULL,NULL
152,-0.6249,2348,183791,False,149331,1525180128824,Labour councils build five times more council homes than Conservative councils and get 50% more homes of all types built.

To fix the housing crisis we need more Labour councillors and more Labour councils elected on Thursday.

#VoteLabour https://t.co/mnbgOeWeS0,NULL,NULL
153,-0.5255,1683,126907,False,146294,1525180129541,"Another #racist #Tory candidate suspended over claims of #Islamophobia 
#DavidBoston was standing for election to the borough council in #Enfield, London   #ToriesOut #EnoughIsEnough #ToryRacism #LocalElections2018 https://t.co/2tk260wVM3
#ToryBastards #LE2018 #JC4PM #JezWeCan!",NULL,NULL
154,0.2247,1477,13722,False,44805,1525180130551,"Labour blocked #PeoplesVote today in the House of Lords. This Thursday, local elections, let's tell Labour very clearly what we think about that. I'll vote Green.

#ABTV https://t.co/6qHTeNg5gs",NULL,NULL
155,0.5859,3827,71875,False,115594,1525180134210,RT @DerbyChrisW: Have you heard about the amazing levitating Tory dog? Read this link for the incredible details. https://t.co/cIZhmtifq7,NULL,NULL
156,-0.4187,1940,80991,False,177007,1525180134587,"@LindaTallons @EveningStandard Nothing this woman does surprises me anymore, she's the most vile, cruel, uncaring PM possibly ever, yes we need more Doctors, but she's obsessed by being tough on immigration to appease her core vote, we have to give the tories a damn good kicking on Thursday #VoteLabour.",NULL,NULL
157,0.4534,746,740,False,1406,1525180135396,"??Tennessee??

It is #ElectionDay so make sure you get out and VOTE??

Local elections matter! School board, county commissioners, and county executives need #gunsense too??
#GOTV #tnleg @MomsDemand https://t.co/Kc1PKoDkqa",NULL,NULL
158,-0.2023,5959,41165,False,209798,1525180140460,Does @theresa_may really think decent people of this country will suddenly forget the #WindrushScandal &amp; be taken in by Sajid Javid’s pathetic begging for votes.

May decency win. 

#Windrush
#LocalElections 
#LocalElections2018
https://t.co/89BydNBXNC,NULL,NULL
159,0,1040,38158,False,38990,1525180140954,1) Here's what we know:
